P_index,P_url,proj_repeat
781,https://www.freelancer.com/projects/php/php-scraper-seo-for-animation/,5
782,https://www.freelancer.com/projects/mobile-phone/write-android-application-11150436/,5
783,https://www.freelancer.com/projects/software-architecture/two-tasks-task-one-the/,5
784,https://www.freelancer.com/projects/php/repair-website-11125196/,5
785,https://www.freelancer.com/projects/graphic-design/php-scraper-seo-for-animation/,5
786,https://www.freelancer.com/projects/software-architecture/ebay-application/,4
787,https://www.freelancer.com/projects/php/php-scraper-for-anime-website/,5
788,https://www.freelancer.com/projects/software-architecture/vimeo-backup-java-open-oauth/,5
789,https://www.freelancer.com/projects/academic-writing/write-project-management-plan-pmbok/,0
790,https://www.freelancer.com/projects/android/manage-design-develop-android-iphone/,5
791,https://www.freelancer.com/projects/cplusplus-programming/json-project-high-level/,5
792,https://www.freelancer.com/projects/academic-writing/need-someone-write-pages-letter-11056513/,3
793,https://www.freelancer.com/projects/website-design/sharepoint-intranet-design-usability/,5
794,https://www.freelancer.com/projects/software-development/help-developing-apple-researchkit/,0
795,https://www.freelancer.com/projects/php/webservices-making-for-opencart-backend/,5
796,https://www.freelancer.com/projects/software-development/windows-phone-visual-studio-solution/,5
797,https://www.freelancer.com/projects/articles/help-write-something-11021951/,0
798,https://www.freelancer.com/projects/telemarketing/telemarket-for-11016767/,3
799,https://www.freelancer.com/projects/graphic-design/manage-design-develop-android-iphone/,5
800,https://www.freelancer.com/projects/video-services/create-trailer-promo-video-game/,2
801,https://www.freelancer.com/projects/blog/some-blog-posting-11008861/,1
802,https://www.freelancer.com/projects/php/write-mysql-query-for-correct/,5
803,https://www.freelancer.com/projects/accounting/find-accountant-10994498/,2
804,https://www.freelancer.com/projects/accounting/write-business-plan-10968851/,0
805,https://www.freelancer.com/projects/php/webservices-for-opencart-backend/,5
806,https://www.freelancer.com/projects/php/membership-site-new-mysql-field/,5
807,https://www.freelancer.com/projects/articles/write-some-articles-10952703/,0
808,https://www.freelancer.com/projects/visual-basic/windows-mobile-dialer/,5
809,https://www.freelancer.com/projects/graphic-design/ongoing-website-design-work-10946665/,5
810,https://www.freelancer.com/projects/ghostwriting/write-book-10938946/,0
811,https://www.freelancer.com/projects/mobile-phone/app-islamic-app/,5
812,https://www.freelancer.com/projects/articles/complete-article-words-words-already/,5
813,https://www.freelancer.com/projects/mobile-phone/write-iphone-application-10915162/,0
814,https://www.freelancer.com/projects/php/write-plugin-for-integraded-secure/,5
815,https://www.freelancer.com/projects/linux/testing-afp-smb-mac-freebsd/,5
816,https://www.freelancer.com/projects/graphic-design/design-some-business-cards-10838010/,2
817,https://www.freelancer.com/projects/visual-basic/windows-mobile-messenger/,5
818,https://www.freelancer.com/projects/photoshop/alter-some-images-10832911/,5
819,https://www.freelancer.com/projects/ghostwriting/write-fiction-book-words-more/,1
820,https://www.freelancer.com/projects/graphic-design/create-print-packaging-designs-10819679/,0
821,https://www.freelancer.com/projects/academic-writing/academic-writing-strategic-marketing-10806551/,5
822,https://www.freelancer.com/projects/ghostwriting/true-crime-book-written-about/,0
823,https://www.freelancer.com/projects/web-scraping/email-scraping-big-readymade-list/,5
824,https://www.freelancer.com/projects/website-design/build-phone-application-for-ios/,5
825,https://www.freelancer.com/projects/php/build-online-store-10779712/,0
826,https://www.freelancer.com/projects/graphic-design/build-website-10777825/,5
827,https://www.freelancer.com/projects/shopify-site/seeking-commerce-developer-for-shopify/,5
828,https://www.freelancer.com/projects/plugin/create-google-chrome-web-plugin-10773324/,2
829,https://www.freelancer.com/projects/data-entry/need-spanish-data-entry-person/,5
830,https://www.freelancer.com/projects/graphic-design/build-website-for-sports-predictions-10770938/,5
831,https://www.freelancer.com/projects/english-us/proofread-something-10767306/,0
832,https://www.freelancer.com/projects/android/develop-application-for-ios-android-10754796/,2
833,https://www.freelancer.com/projects/android/develop-application-for-ios-android/,5
834,https://www.freelancer.com/projects/animation/second-character-animation-intro-vector/,3
835,https://www.freelancer.com/projects/academic-writing/academic-writing-10719192/,2
836,https://www.freelancer.com/projects/php/create-wordpress-template-10700698/,0
837,https://www.freelancer.com/projects/php/front-ended-development/,5
838,https://www.freelancer.com/projects/android/humun-resource-management-system-away/,0
839,https://www.freelancer.com/projects/articles/write-press-release-10683679/,5
840,https://www.freelancer.com/projects/graphic-design/komplisert-nettbutikk/,1
841,https://www.freelancer.com/projects/ghostwriting/project-game-concept/,1
842,https://www.freelancer.com/projects/software-architecture/create-advanced-resume-parser-for/,5
843,https://www.freelancer.com/projects/software-architecture/write-some-software-10637531/,5
844,https://www.freelancer.com/projects/internet-marketing/manage-search-marketing-10612586/,5
845,https://www.freelancer.com/projects/php/embed-other-website-inside-website/,5
846,https://www.freelancer.com/projects/php/extend-improve-custom-joomla-website/,5
847,https://www.freelancer.com/projects/marketing/help-with-marketing-10570383/,0
848,https://www.freelancer.com/projects/excel/financial-analysis-10562774/,5
849,https://www.freelancer.com/projects/sales/sell-something-for-10557788/,5
850,https://www.freelancer.com/projects/graphic-design/graphic-desginer-prepare-illsutration-10552334/,0
851,https://www.freelancer.com/projects/graphic-design/graphic-desginer-prepare-illsutration/,0
852,https://www.freelancer.com/projects/articles/easy-words-native-english-writer/,5
853,https://www.freelancer.com/projects/mobile-phone/write-android-application-10548681/,0
854,https://www.freelancer.com/projects/research/market-research-cati-study-france/,1
855,https://www.freelancer.com/projects/website-design/build-website-for-literature-coursework/,1
856,https://www.freelancer.com/projects/excel/analyze-some-data-from-graphs/,5
857,https://www.freelancer.com/projects/php/make-nice-interface-for-facebook/,5
858,https://www.freelancer.com/projects/articles/easy-words-video-script-project-10528839/,5
859,https://www.freelancer.com/projects/articles/easy-words-video-script-project/,5
860,https://www.freelancer.com/projects/report-writing/beta-reading-women/,5
861,https://www.freelancer.com/projects/graphic-design/subscription-based-restaraunt-staff/,0
862,https://www.freelancer.com/projects/market-research/cati-study-gps-cardiologists/,1
863,https://www.freelancer.com/projects/software-architecture/write-some-software-10506088/,5
864,https://www.freelancer.com/projects/research/phd-research-proposal-10501401/,5
865,https://www.freelancer.com/projects/video-services/create-video-ending-the-drug/,1
866,https://www.freelancer.com/projects/graphic-design/make-story-telling-html-design/,5
867,https://www.freelancer.com/projects/employment-law/claim-unfair-dismissal/,0
868,https://www.freelancer.com/projects/plugin/create-google-chrome-web-plugin/,2
869,https://www.freelancer.com/projects/electronics/design-product-10486963/,5
870,https://www.freelancer.com/projects/accounting/general-labour/,5
871,https://www.freelancer.com/projects/net/write-some-software-10465835/,5
872,https://www.freelancer.com/projects/market-research/cati-study-gps-cardiologists-france/,1
873,https://www.freelancer.com/projects/graphic-design/integrate-paypal-control-logic/,5
874,https://www.freelancer.com/projects/graphic-design/graphic-design-adult-icons-10456228/,5
875,https://www.freelancer.com/projects/articles/write-some-articles-10454191/,0
876,https://www.freelancer.com/projects/graphic-design/build-website-for-sports-predictions/,5
877,https://www.freelancer.com/projects/php/build-website-10426751/,5
878,https://www.freelancer.com/projects/copywriting/beta-reading-book-provided/,0
879,https://www.freelancer.com/projects/academic-writing/moive-review-words/,5
880,https://www.freelancer.com/projects/graphic-design/build-website-10410284/,5
881,https://www.freelancer.com/projects/ghostwriting/writing-creepypasta-story/,0
882,https://www.freelancer.com/projects/contracts/consumer-protection-attorney-south/,0
883,https://www.freelancer.com/projects/web-scraping/scrape-some-information-10392067/,5
884,https://www.freelancer.com/projects/php/timesheet-for-hourly-employees-open/,2
885,https://www.freelancer.com/projects/php/cakephp-user-subscriptions/,5
886,https://www.freelancer.com/projects/angular-js/time-sheet/,2
887,https://www.freelancer.com/projects/audio-services/edit-prolong-music-file-very/,5
888,https://www.freelancer.com/projects/articles/literature-review-table-summary/,4
889,https://www.freelancer.com/projects/internet-marketing/seo-monthly-low-rates-whitehat/,5
890,https://www.freelancer.com/projects/blog/some-blog-posting-10341499/,0
891,https://www.freelancer.com/projects/graphic-design/build-website-10328585/,0
892,https://www.freelancer.com/projects/graphic-design/graphic-design-adult-icons/,5
893,https://www.freelancer.com/projects/powerpoint/design-flash/,5
894,https://www.freelancer.com/projects/powerpoint/design-memory-game-using-flash/,5
895,https://www.freelancer.com/projects/electronics/electronic-project-using-pspice/,0
896,https://www.freelancer.com/projects/php/video-streaming-open-bidding/,5
897,https://www.freelancer.com/projects/graphic-design/build-website-10275476/,5
898,https://www.freelancer.com/projects/java/javafx-display-tweet/,2
899,https://www.freelancer.com/projects/shopping-carts/build-online-store-10274856/,4
900,https://www.freelancer.com/projects/php/dump-truck-load-tracker-database-10264609/,4
901,https://www.freelancer.com/projects/graphic-design/shit-phase-10258435/,4
902,https://www.freelancer.com/projects/iphone/private-ios-apis/,5
903,https://www.freelancer.com/projects/graphic-design/have-already-started-create-site/,5
904,https://www.freelancer.com/projects/mysql/board-deleted-admin-account-need/,5
905,https://www.freelancer.com/projects/graphic-design/web-development-10235749/,0
906,https://www.freelancer.com/projects/graphic-design/unity-game-10234612/,0
907,https://www.freelancer.com/projects/flash/creating-progress-bar-flash-interactive/,0
908,https://www.freelancer.com/projects/report-writing/write-report-10230217/,5
909,https://www.freelancer.com/projects/report-writing/write-coursework/,5
910,https://www.freelancer.com/projects/php/simple-php-class/,5
911,https://www.freelancer.com/projects/graphic-design/build-website-10189936/,4
912,https://www.freelancer.com/projects/accounting/find-accountant-australian-taxation/,5
913,https://www.freelancer.com/projects/javascript/angular-responsive-developer-needed-help/,1
914,https://www.freelancer.com/projects/mechanical-engineering/heat-transfer-project-10170710/,5
915,https://www.freelancer.com/projects/fundraising/need-raise-fund-start-non/,0
916,https://www.freelancer.com/projects/php/write-some-software-10155724/,0
917,https://www.freelancer.com/projects/java/write-java-program-10155608/,0
918,https://www.freelancer.com/projects/sales/need-sales-people-for-closing/,3
919,https://www.freelancer.com/projects/mobile-phone/undetectable-spy-software-for-nokia/,0
920,https://www.freelancer.com/projects/graphic-design/product-bathroom-images/,5
921,https://www.freelancer.com/projects/academic-writing/sociologicallllll/,5
922,https://www.freelancer.com/projects/ghostwriting/write-book-10132997/,0
923,https://www.freelancer.com/projects/php/fix-opencart-custom-payment-gateway/,5
924,https://www.freelancer.com/projects/statistical-analysis/study-about-crowd-sourcing-data/,5
925,https://www.freelancer.com/projects/academic-writing/write-page-report-sustainability-the/,5
926,https://www.freelancer.com/projects/business-plans/taxation-assignment/,1
927,https://www.freelancer.com/projects/sales/sell-something-for-10123272/,4
928,https://www.freelancer.com/projects/website-management/website-development-10108283/,4
929,https://www.freelancer.com/projects/php/help-remove-two-negative-articles/,2
930,https://www.freelancer.com/projects/php/write-some-software-10086460/,5
931,https://www.freelancer.com/projects/statistical-analysis/study-crowdsourcing-data-science-project/,5
932,https://www.freelancer.com/projects/mobile-phone/write-native-android-application-for-10083575/,5
933,https://www.freelancer.com/projects/statistical-analysis/study-about-crowdsourcing-data-science-10047182/,5
934,https://www.freelancer.com/projects/php/api-integration-customization-existing/,3
935,https://www.freelancer.com/projects/php/simple-coding-project-find-pattern/,5
936,https://www.freelancer.com/projects/statistical-analysis/study-about-crowdsourcing-data-science/,5
937,https://www.freelancer.com/projects/php/dump-truck-load-tracker-database/,5
938,https://www.freelancer.com/projects/graphic-design/simple-survey-websystem/,5
939,https://www.freelancer.com/projects/academic-writing/research-proposal-10003275/,5
940,https://www.freelancer.com/projects/website-design/web-app-tutor-front-end/,2
942,https://www.freelancer.com/projects/mobile-phone/write-iphone-application-9995615/,2
943,https://www.freelancer.com/projects/articles/write-some-articles-9975342/,0
944,https://www.freelancer.com/projects/graphic-design/seeking-php-twitter-api-expert/,5
945,https://www.freelancer.com/projects/php/implement-magento-extension-magento/,5
946,https://www.freelancer.com/projects/articles/write-some-articles-9945867/,0
947,https://www.freelancer.com/projects/academic-writing/write-report-9940718/,3
948,https://www.freelancer.com/projects/php/build-services-related-website-with/,1
949,https://www.freelancer.com/projects/marketing/looking-for-referral-partners-for/,0
950,https://www.freelancer.com/projects/wordpress/this-project-that-will-make/,5
951,https://www.freelancer.com/projects/data-processing/study-crowdsourcing-data-science-9915914/,5
952,https://www.freelancer.com/projects/data-processing/study-crowdsourcing-data-science/,5
953,https://www.freelancer.com/projects/automotive/auto-body-work/,0
954,https://www.freelancer.com/projects/article-rewriting/sociological-lll/,5
955,https://www.freelancer.com/projects/website-design/build-online-store-wordpress-based/,2
956,https://www.freelancer.com/projects/plugin/write-browser-plugin-that-records/,0
957,https://www.freelancer.com/projects/php/changes-wordpress-theme-template/,3
958,https://www.freelancer.com/projects/graphic-design/design-logo-for-company-9890586/,0
959,https://www.freelancer.com/projects/bigdata/big-data-assignment-9874434/,0
960,https://www.freelancer.com/projects/php/multi-cart-data-automation-system/,5
961,https://www.freelancer.com/projects/editing/edit-english-translation-poem-russian/,5
962,https://www.freelancer.com/projects/technical-writing/design-problem/,5
963,https://www.freelancer.com/projects/php/build-multiplayer-game-unity-with/,5
964,https://www.freelancer.com/projects/creative-writing/write-tag-line-slogan-9803439/,0
965,https://www.freelancer.com/projects/manufacturing/make-wide-funnel/,1
967,https://www.freelancer.com/projects/academic-writing/phd-research-proposal-sociology/,5
968,https://www.freelancer.com/projects/website-design/even-though-the-contest-has/,0
969,https://www.freelancer.com/projects/photoshop/was-robbed-shruti-khanna-technoskype/,2
970,https://www.freelancer.com/projects/internet-marketing/seo-website-local-9755750/,5
971,https://www.freelancer.com/projects/website-management/fix-several-small-open-cart/,5
972,https://www.freelancer.com/projects/ecommerce/build-online-store-9743615/,0
973,https://www.freelancer.com/projects/website-design/woocommerce-database-too-large/,5
974,https://www.freelancer.com/projects/data-entry/fill-spreadsheet-with-data-9726272/,1
976,https://www.freelancer.com/projects/data-entry/fill-spreadsheet-with-data-9715387/,2
977,https://www.freelancer.com/projects/graphic-design/multi-channel-ecommerce-platform-monitor/,0
978,https://www.freelancer.com/projects/screenwriting/minute-movie-pitch-true-story/,0
979,https://www.freelancer.com/projects/graphic-design/futuristic-city-builder-game/,5
980,https://www.freelancer.com/projects/php/create-new-type-quiz-question/,5
982,https://www.freelancer.com/projects/academic-writing/sociological/,5
983,https://www.freelancer.com/projects/graphic-design/design-logo-9660234/,5
984,https://www.freelancer.com/projects/web-search/search-the-web-for-something-9650791/,5
985,https://www.freelancer.com/projects/articles/gender-the-workplace/,5
986,https://www.freelancer.com/projects/ghostwriting/contemporary-romance-ghostwriter-novel/,1
987,https://www.freelancer.com/projects/graphic-design/web-development-9623657/,1
988,https://www.freelancer.com/projects/sales/sell-ios-app-for/,5
989,https://www.freelancer.com/projects/cplusplus-programming/can-send-the-required-info/,1
990,https://www.freelancer.com/projects/content-writing/help-write-something-9604394/,1
991,https://www.freelancer.com/projects/articles/need-female-interviewees-for-campaign/,4
992,https://www.freelancer.com/projects/php/laravel-project-notification-email/,5
993,https://www.freelancer.com/projects/php/surveyforlivepresentations/,5
994,https://www.freelancer.com/projects/website-design/build-bidding-website/,0
995,https://www.freelancer.com/projects/photoshop/edit-shaky-hands-photo/,5
996,https://www.freelancer.com/projects/php/pull-products-from-amazon/,3
997,https://www.freelancer.com/projects/web-security/recover-files-that-are-infected/,5
998,https://www.freelancer.com/projects/graphic-design/doing-questionnaire-survey-excel/,5
999,https://www.freelancer.com/projects/mysql/fix-mysql-centos-server/,1
1000,https://www.freelancer.com/projects/academic-writing/small-task-write-short-essay/,5
1001,https://www.freelancer.com/projects/content-writing/slide-powerpoint-regarding-how-educate/,5
1002,https://www.freelancer.com/projects/php/build-live-chat-web-app/,5
1003,https://www.freelancer.com/projects/academic-writing/design-power-point-presentation-about/,5
1004,https://www.freelancer.com/projects/magento/upgrade-magento-website-ver/,5
1005,https://www.freelancer.com/projects/ghostwriting/write-book-9143697/,0
1006,https://www.freelancer.com/projects/video-services/the-last-affaire-inquisition-tribunal/,1
1007,https://www.freelancer.com/projects/php/modify-flash-game/,5
1008,https://www.freelancer.com/projects/videography/video-edit/,5
1009,https://www.freelancer.com/projects/data-processing/analyze-some-data-fix-9105853/,0
1010,https://www.freelancer.com/projects/php/moodle-pluings-update/,5
1011,https://www.freelancer.com/projects/academic-writing/economy-research/,5
1012,https://www.freelancer.com/projects/php/build-webcam-live-streaming-video/,5
1014,https://www.freelancer.com/projects/graphic-design/web-development-9027862/,4
1015,https://www.freelancer.com/projects/php/edit-existing-oscommerce-commerce/,5
1016,https://www.freelancer.com/projects/php/edit-existing-oscommerce-commerce-store/,5
1017,https://www.freelancer.com/projects/r/looking-for-data-correlation-using/,5
1018,https://www.freelancer.com/projects/editing/require-developmental-editing-work-done/,1
1019,https://www.freelancer.com/projects/internet-marketing/seo-website-9015110/,2
1020,https://www.freelancer.com/projects/php/linkedin-data-extraction/,5
1021,https://www.freelancer.com/projects/web-scraping/crawl-data-from-taskcn-com/,0
1022,https://www.freelancer.com/projects/academic-writing/academic-writing-8994200/,4
1023,https://www.freelancer.com/projects/mobile-phone/write-android-application-8984807/,3
1024,https://www.freelancer.com/projects/javascript/let-odoo-leaves-count-hours/,4
1025,https://www.freelancer.com/projects/wordpress/bugfix-wordpress-theme-cherry-with/,4
1026,https://www.freelancer.com/projects/social-media-marketing/contest-likes-votes-plays-for/,5
1027,https://www.freelancer.com/projects/php/build-web-system/,5
1028,https://www.freelancer.com/projects/web-scraping/find-contact-information-for-ended/,5
1029,https://www.freelancer.com/projects/academic-writing/create-logic-model-answer-some/,5
1030,https://www.freelancer.com/projects/php/virtual-classroom-system-supported-andro/,5
1031,https://www.freelancer.com/projects/graphic-design/creating-csgo-betting-website/,5
1032,https://www.freelancer.com/projects/php/write-some-software-8940074/,3
1033,https://www.freelancer.com/projects/graphic-design/continuous-work-several-php-websites/,5
1034,https://www.freelancer.com/projects/academic-writing/academic-writing-8931002/,5
1035,https://www.freelancer.com/projects/excel/small-vba-excel-script/,4
1036,https://www.freelancer.com/projects/php/wordpress-project-for-rosse/,5
1037,https://www.freelancer.com/projects/graphic-design/design-logo-8909994/,0
1038,https://www.freelancer.com/projects/graphic-design/design-banner-8908593/,0
1039,https://www.freelancer.com/projects/graphic-design/design-banner-8907609/,0
1040,https://www.freelancer.com/projects/graphic-design/design-banner-8907581/,0
1041,https://www.freelancer.com/projects/php/program-commerce-type-website/,5
1042,https://www.freelancer.com/projects/technical-writing/write-technical-report-8894101/,2
1043,https://www.freelancer.com/projects/accounting/find-accountant-8885576/,2
1044,https://www.freelancer.com/projects/php/custom-page-spinning-google-globe/,5
1045,https://www.freelancer.com/projects/seo/seo-remove-links-from-google/,5
1046,https://www.freelancer.com/projects/graphic-design/alb-website-bugging/,4
1047,https://www.freelancer.com/projects/graphic-design/alb-website-rebuild/,4
1048,https://www.freelancer.com/projects/graphic-design/design-website-mockup-8821085/,0
1049,https://www.freelancer.com/projects/html.1/restore-removed-website/,1
1050,https://www.freelancer.com/projects/ecommerce/find-supplier-8815650/,2
1051,https://www.freelancer.com/projects/php/multi-purpose-interaction-platform-stage/,5
1052,https://www.freelancer.com/projects/html.1/textures-fashion-website-repair/,5
1053,https://www.freelancer.com/projects/academic-writing/case-study-8794884/,5
1054,https://www.freelancer.com/projects/photoshop/resize-rename-products-images-8785391/,5
1055,https://www.freelancer.com/projects/sales/sell-something-for-8784758/,0
1056,https://www.freelancer.com/projects/accounting/find-accountant-auditor-with-singapore/,5
1057,https://www.freelancer.com/projects/c-programming/factory-payroll-calculator-fix/,1
1058,https://www.freelancer.com/projects/assembly/simple-code-that-should-converted/,2
1059,https://www.freelancer.com/projects/php/microstock-keyword-search-bot-write/,5
1060,https://www.freelancer.com/projects/php/online-pos-system/,1
1061,https://www.freelancer.com/projects/php/write-some-software-8762113/,3
1062,https://www.freelancer.com/projects/php/write-some-software-8761052/,1
1063,https://www.freelancer.com/projects/angular-js/angular-product-generator/,5
1064,https://www.freelancer.com/projects/graphic-design/create-video-8753625/,1
1065,https://www.freelancer.com/projects/website-management/get-traffic-website/,5
1066,https://www.freelancer.com/projects/internet-marketing/get-traffic-website-8752432/,5
1067,https://www.freelancer.com/projects/excel/code-open-ends-using-brand/,0
1068,https://www.freelancer.com/projects/marketing/disseration/,0
1069,https://www.freelancer.com/projects/php/repair-website-code-after-conversion/,5
1070,https://www.freelancer.com/projects/graphic-design/alter-some-images-word-document/,5
1071,https://www.freelancer.com/projects/php/add-basic-reporting-functionality/,1
1072,https://www.freelancer.com/projects/legal/remove-slanderous-information-appearing/,5
1073,https://www.freelancer.com/projects/accounting/consolodation/,2
1074,https://www.freelancer.com/projects/internet-marketing/remove-push-down-name-appearing/,5
1075,https://www.freelancer.com/projects/photo-editing/wedding-photos-8701804/,0
1076,https://www.freelancer.com/projects/photo-editing/wedding-photos-8700608/,0
1077,https://www.freelancer.com/projects/software-development/fpga-mcu-programming-project/,5
1078,https://www.freelancer.com/projects/mobile-phone/write-iphone-application-8696810/,5
1079,https://www.freelancer.com/projects/actionscript/need-swf-streaming-file-flashphoner/,5
1080,https://www.freelancer.com/projects/graphic-design/need-help-making-yearbook/,1
1081,https://www.freelancer.com/projects/graphic-design/yearbook-8685531/,1
1082,https://www.freelancer.com/projects/photoshop/resize-rename-products-images-8682726/,1
1083,https://www.freelancer.com/projects/photoshop/resize-rename-products-images-8680406/,1
1084,https://www.freelancer.com/projects/photoshop/resize-rename-products-images/,5
1085,https://www.freelancer.com/projects/graphic-design/build-website-run-negotiations/,0
1086,https://www.freelancer.com/projects/articles/help-write-something-8669328/,1
1087,https://www.freelancer.com/projects/excel/consolidation-assignment/,5
1088,https://www.freelancer.com/projects/academic-writing/australian-taxation-8659825/,0
1089,https://www.freelancer.com/projects/graphic-design/design-logo-8658906/,2
1090,https://www.freelancer.com/projects/academic-writing/australian-taxation/,2
1091,https://www.freelancer.com/projects/php/casino-online-developed/,4
1092,https://www.freelancer.com/projects/php/casino-software-and-design/,4
1093,https://www.freelancer.com/projects/graphic-design/recreate-website-with-existing-html/,4
1094,https://www.freelancer.com/projects/internet-marketing/kglaw-site-seo/,1
1095,https://www.freelancer.com/projects/php/codeigniter-web-application-development/,1
1096,https://www.freelancer.com/projects/marketing/need-someone-skilled-finding-the/,4
1097,https://www.freelancer.com/projects/graphic-design/magento-template-customisations/,5
1098,https://www.freelancer.com/projects/legal-writing/draft-premises-liability-discovery/,1
1099,https://www.freelancer.com/projects/angular-js/develop-drag-drop-functions/,5
1100,https://www.freelancer.com/projects/internet-marketing/sem-seo-edm-social-media/,5
1102,https://www.freelancer.com/projects/php/virtual-classroom-8581431/,5
1103,https://www.freelancer.com/projects/excel/google-forms-view-summary-modification/,5
1104,https://www.freelancer.com/projects/php/add-some-features-wordpress-theme-8567547/,5
1105,https://www.freelancer.com/projects/mobile-phone/build-simple-ios-app-8567066/,5
1106,https://www.freelancer.com/projects/copywriting/grant-writing-8562223/,5
1107,https://www.freelancer.com/projects/php/website-design-with-some-modifications-8561941/,5
1108,https://www.freelancer.com/projects/php/interactive-comprehensive-line/,5
1109,https://www.freelancer.com/projects/excel/fill-spreadsheet-with-data-fix-8558579/,0
1110,https://www.freelancer.com/projects/php/simplified-csgo-jackpot-roulette-style/,5
1111,https://www.freelancer.com/projects/php/website-design-with-some-modifications/,5
1112,https://www.freelancer.com/projects/graphic-design/build-website-8530308/,2
1113,https://www.freelancer.com/projects/ecommerce/google-feed-from-magento-meta/,5
1114,https://www.freelancer.com/projects/accounting/find-accountant-8515719/,5
1115,https://www.freelancer.com/projects/mobile-phone/project-8506239/,1
1116,https://www.freelancer.com/projects/microsoft-access/employee-performance-tracking-phase/,2
1117,https://www.freelancer.com/projects/php/decision-making-software/,0
1118,https://www.freelancer.com/projects/excel/survey-work-myanmar-8469507/,3
1119,https://www.freelancer.com/projects/graphic-design/need-some-graphic-design-8467379/,0
1120,https://www.freelancer.com/projects/articles/content-writing-project-management/,5
1122,https://www.freelancer.com/projects/php/using-wordpress-buyed-theme-convert/,5
1123,https://www.freelancer.com/projects/php/build-homepage-over-specific-wordpress/,5
1124,https://www.freelancer.com/projects/electrical-engineering/design-waveguide-antenna-using-hfss/,0
1125,https://www.freelancer.com/projects/articles/template-for-article-spinning-from/,5
1126,https://www.freelancer.com/projects/ghostwriting/project-8427462/,1
1127,https://www.freelancer.com/projects/javascript/create-angularjs-directive-handle-the/,5
1128,https://www.freelancer.com/projects/autocad/waiheke-island-double-ended-punt/,0
1129,https://www.freelancer.com/projects/html.1/jwplayer-flowplayer-edits/,5
1130,https://www.freelancer.com/projects/caricature-cartoons/video-cartoon/,0
1131,https://www.freelancer.com/projects/electrical-engineering/led-driver-circuit-8390420/,0
1132,https://www.freelancer.com/projects/electrical-engineering/led-driver-circuit/,1
1133,https://www.freelancer.com/projects/wordpress/move-some-text-from-one-8386678/,5
1134,https://www.freelancer.com/projects/website-design/design-shopify-template-install/,5
1135,https://www.freelancer.com/projects/photoshop/photoshop-color-correction-fine-tuning/,0
1136,https://www.freelancer.com/projects/graphic-design/fix-some-site-issues/,5
1137,https://www.freelancer.com/projects/php/implement-build-changes-website/,5
1138,https://www.freelancer.com/projects/ghostwriting/seeking-writer-for-the-first/,0
1139,https://www.freelancer.com/projects/content-writing/technical-questions-required-for-various/,1
1140,https://www.freelancer.com/projects/content-writing/content-creation-for-various-domains/,1
1141,https://www.freelancer.com/projects/php/asterisk-conference-calls-from-web/,5
1142,https://www.freelancer.com/projects/facebook-marketing/social-media-marketing-indie-game/,1
1143,https://www.freelancer.com/projects/magento/import-export-current-ebay-amazon/,5
1144,https://www.freelancer.com/projects/data-entry/looking-for-full-time-help/,5
1145,https://www.freelancer.com/projects/marketing/arabia-coffee/,0
1146,https://www.freelancer.com/projects/php/xml-widget-hasoffers-affiliate-network/,2
1147,https://www.freelancer.com/projects/website-design/create-program-cover-the-requirement/,2
1148,https://www.freelancer.com/projects/php/modify-learndash-quiz-section/,5
1149,https://www.freelancer.com/projects/php/modify-learndash/,5
1150,https://www.freelancer.com/projects/accounting/taxation-law/,5
1151,https://www.freelancer.com/projects/graphic-design/expectations-league/,2
1152,https://www.freelancer.com/projects/copywriting/develop-standardized-project-proposal/,5
1153,https://www.freelancer.com/projects/website-design/build-online-store-8234995/,5
1154,https://www.freelancer.com/projects/php/final-tweaks-website-8234290/,5
1155,https://www.freelancer.com/projects/php/build-website-8233658/,0
1156,https://www.freelancer.com/projects/php/final-tweaks-website-8231670/,5
1158,https://www.freelancer.com/projects/internet-marketing/need-help-with-errors-redirects/,5
1159,https://www.freelancer.com/projects/software-architecture/unleashed-software-develop-custom-report/,5
1160,https://www.freelancer.com/projects/graphic-design/webapp-reform-for-online-photo/,0
1161,https://www.freelancer.com/projects/ghostwriting/thrown-away/,0
1162,https://www.freelancer.com/projects/c-sharp-programming/simple-ebay-amazon-price-stock/,5
1163,https://www.freelancer.com/projects/arduino/greenhouse-arduino-raspberry/,5
1164,https://www.freelancer.com/projects/php/lending-club-roi-calculator/,5
1165,https://www.freelancer.com/projects/photoshop/transportation-company-logo/,0
1166,https://www.freelancer.com/projects/html.1/amend-html-emails/,4
1167,https://www.freelancer.com/projects/php/need-some-minor-amedments/,5
1168,https://www.freelancer.com/projects/articles/help-write-something-8151279/,0
1169,https://www.freelancer.com/projects/php/edit-simple-payment-plugin-ipay/,5
1170,https://www.freelancer.com/projects/c-programming/write-metatrader-indicator-based-volume/,0
1171,https://www.freelancer.com/projects/mysql/remove-malicious-regenerating-script/,5
1172,https://www.freelancer.com/projects/c-programming/factory-payroll-calculator/,3
1173,https://www.freelancer.com/projects/php/need-simple-registration-plugin/,5
1174,https://www.freelancer.com/projects/threed-animation/requirement-for-sports-show-opener/,1
1175,https://www.freelancer.com/projects/graphic-design/wordpress-website-required-8117804/,2
1176,https://www.freelancer.com/projects/graphic-design/global-wifi/,5
1177,https://www.freelancer.com/projects/jquery-prototype/dedicated-developer-needed/,5
1178,https://www.freelancer.com/projects/php/magento-customer-address-repair/,5
